search_category,name,lat,lng,types,user_ratings_total,rating,place_id,vicinity,business_status,icon,opening_hours_open_now,price_level,plus_code_compound,plus_code_global,first_photo_reference,reference,scope,description
Restaurant,Pizza Pazza,40.3750556,-3.7747428,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",978.0,4.6,ChIJhfY8HFKIQQ0R3CB1z0LbVFY,"Avenida de la Aviación, 73, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96GG+24 Madrid, Spain",8CGR96GG+24,AVzFdblYVrEakKD6pJHI_L-oGuPJi0HxtM7KmNxXZ-RP4msAUYy8BJIHOKrwspujiMBzGa48wdG0jMCPRS_lUbYsdUAgEFFEHvn1R-cUy62PbC35z46Zr-0qlNRYjSWqcpOZRONZM7TRRVtIfXzamcuN32UhBBqwMvcTVtE121WD7RX3dusDxQUvJqX5,ChIJhfY8HFKIQQ0R3CB1z0LbVFY,GOOGLE,
Restaurant,Don Antonio,40.3704292,-3.7532615,"restaurant, food, point_of_interest, establishment",1998.0,4.2,ChIJvZtYrNKJQQ0RpJCQVSG-Kw4,"Avenida de Carabanchel Alto, 58, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,2.0,"96CW+5M Madrid, Spain",8CGR96CW+5M,AVzFdbnkTjl10y237--y8NZqRbWyPCuFYNpHszbc703X5vTWfGoRH-p3xAXijqAgD-RayOge-rzO-5OlEIZC1r8O2WrrLiaTPaAWYQnz6Vh4At_N9A0vqx52euXXckb74h91DS8ovIhX8t_Y_9RVgxmsYmBoNN_SK0luOwXMc1BAKmfcX-cBE8c8XMnW,ChIJvZtYrNKJQQ0RpJCQVSG-Kw4,GOOGLE,
Restaurant,El Rincón del Greco,40.38000050000001,-3.7490893,"bar, restaurant, food, point_of_interest, establishment",1001.0,4.5,ChIJdd2wTi-IQQ0R32yOhGKM3pk,"Avenida de Nuestra Señora de Fátima, 98, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,False,1.0,"97J2+29 Madrid, Spain",8CGR97J2+29,AVzFdbk3Q7n8bh6jCMACpzojs52fejEr_IqhbEK7eTaCDbZ6r2iu0VQEwJIrFNLwkKNRLJoo-aGrS6slB1LHuoh8ibxLcoKCPC-6ZavpLKG0TjFeCLyqECWcQCYc-N917G4UKnJNz89TPYdTm-9O3Fp5zL4N04OvXoIDHBTzOX8PaqTFdolF26h_DyQl,ChIJdd2wTi-IQQ0R32yOhGKM3pk,GOOGLE,
Restaurant,Restaurante Villanueva,40.3686958,-3.758856899999999,"restaurant, bar, food, point_of_interest, establishment",183.0,4.5,ChIJP5z9YsuJQQ0RNYdmG6dHIIE,"Calle Marianistas, 9, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"969R+FF Madrid, Spain",8CGR969R+FF,AVzFdbmr7lDp4o2Fut7BIS1yTpynArGlGFsMWukcnOnziMWs8hBPDGo8j1MYPDDYHPf8TTObPH385SXEXEd5odCXrGDzgvL5N-GM11RM6uciajeR4mjEM4Yjl1aKZ8FOsv4R9DyQ-TGzOPzuP0VMCmmfJX78w30I7NmGoGuZrlJCFc94PJYxGn9FgWOI,ChIJP5z9YsuJQQ0RNYdmG6dHIIE,GOOGLE,
Restaurant,Bar Julio,40.3755515,-3.7647103,"bar, cafe, store, restaurant, food, point_of_interest, establishment",2250.0,4.4,ChIJzS3680mIQQ0Rrn47CUFK_so,"Plaza Rabasa, 5, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,True,1.0,"96GP+64 Madrid, Spain",8CGR96GP+64,AVzFdbntrzCOt_F4NxGPhcmpGLBp5cLmqcQvS_kHjtWCM-IBGgkITL_aJbSGsT_U6YGYhZTKd1JrzR9t7Lp_UdLBM9WxQc4XeIgXyzwHyoj-IQN7RQsN72xFj7VVkQWnLLMLtjKXmbyLdXs9CICvhbPoceeplubUymmgVnqLLMsokXb-gu5EvGgKI0Le,ChIJzS3680mIQQ0Rrn47CUFK_so,GOOGLE,
Restaurant,Pizzeria Carabancheli,40.3665057,-3.7636902,"restaurant, food, point_of_interest, establishment",313.0,4.4,ChIJLRYndcqJQQ0RhO2NqUzO32k,"VALLE DE BOI, Avenida de la Peseta, 8, LOCAL ESQ, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,,1.0,"968P+JG Madrid, Spain",8CGR968P+JG,AVzFdblww71PXSE1RRDtka8BRtCyDyiX6flURzODlo4B8xVJWfGeMTVJwKueoANQmRJeDqSG5K2uTwdsJo-BSmJ96iDOUlABLysXYI2fbGzNxkDZ3NNlSLOCoY3GLRIl8l0DYiA6LEHpHC5Ncr6_16jxSfUSKZapLouwv7iocTJhLCZuwn-rDn2Zj6tg,ChIJLRYndcqJQQ0RhO2NqUzO32k,GOOGLE,
Restaurant,Ali Kebab Carabanchel Alto,40.3676854,-3.755618,"restaurant, food, point_of_interest, establishment",172.0,3.9,ChIJQSLsqM2JQQ0R0k0RsdWK5M8,"Calle Alfonso Fernández, 15, bajo, local, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"969V+3Q Madrid, Spain",8CGR969V+3Q,AVzFdbkNyDzGL2tn2ZDE2J5BTGRNSF_JBUnurkDhZNqEXTXzJhQAwJVTlo4V5ZdsIyqrRi6CxvGFDCZtgVwPecAdOlskF6UhUx2uttZOpU2UXcyxUqdG75jD31Q3lX_4PlIPGXA4dmtC-r4MBe-CRPydIgOojzvriwR0l2j8SnbEJyVuH8skpjmZJgS6,ChIJQSLsqM2JQQ0R0k0RsdWK5M8,GOOGLE,
Restaurant,Hermanos Moreno Churreria,40.3776886,-3.7684785,"restaurant, food, point_of_interest, establishment",1862.0,4.1,ChIJK9A71kiIQQ0RiM3zbDiGp-I,"Calle de Blas Cabrera, 125, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,True,1.0,"96HJ+3J Madrid, Spain",8CGR96HJ+3J,AVzFdbkBaGjtb1DMsIjZN21lyu70QhYgQB6xFvtxMH7vp8S1gLefD6m444CAzkHDrQY4DznmOHB0whDMscxGJj_FSz6LwjtjXmWfogMBTLGiym208dUhDVxlDCYKY6mmmoF1nk2wNKulU6DYORHRFtwEl0aPpuWR-6nlbsMjuQZwhqkHFxsx3LXHEAdL,ChIJK9A71kiIQQ0RiM3zbDiGp-I,GOOGLE,
Restaurant,Restaurante Guang Zhou— Zhou Hong,40.3784309,-3.769226200000001,"meal_delivery, restaurant, food, point_of_interest, establishment",445.0,3.8,ChIJ-eApMk-IQQ0RkgWCVhX4tdc,"Calle de José de Cadalso, 72, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96HJ+98 Madrid, Spain",8CGR96HJ+98,AVzFdblylkVCeUiiCDyfmMD78YaXiG3twIea2Kav0biNGo76_nqtqG5RVbzBbAQh1tAgbEmCqGDMX8BJquC7zhtuFplO_BP2BWJBN-sTXxODLB2HDVTmQLrxfSIXvzpgGw98oNgzAnB46GxcuMLN1E52spkkCSg7Hn5RpsiXimOkpd-FZd7H0si_vtk6,ChIJ-eApMk-IQQ0RkgWCVhX4tdc,GOOGLE,
Restaurant,100 Montaditos,40.3623397,-3.7605548,"bar, restaurant, food, point_of_interest, establishment",1341.0,3.9,ChIJ58Ru-8iJQQ0R_W75SKBn50E,"Avenida de la Peseta, 38, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,True,1.0,"966Q+WQ Madrid, Spain",8CGR966Q+WQ,AVzFdbkfpI0jxWRymgtdpHgHKjf6tf-yhGYNJpKkg3GqAN5BBd6EeZCFnfN635mHxQBWAGxDeTZHLMYGLmI7BHkI9IARL3GsvsA7B5yQfZTiOYkydytwxOnxAzMfevn4gII38Pu470b-9yMhsJQpBG4ZPdbE6mvkg8-uiLVzSRAXaJtH4nv2tD9ER4nV,ChIJ58Ru-8iJQQ0R_W75SKBn50E,GOOGLE,
Restaurant,Restaurante Vinare,40.3622287,-3.7592949,"restaurant, food, point_of_interest, establishment",1732.0,4.2,ChIJcXeA0MiJQQ0RBakkSgH2s-o,"Avenida de la Peseta, 50, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,,"966R+V7 Madrid, Spain",8CGR966R+V7,AVzFdbka0bX5_PDIoIy8Ah-jU_9kwkDcdeYK3JSLEsQEXzXZC2d3K1RMJTSM_xHUzaAzW2ChNzSyuGgmj5WTBcMMdszCPyr8Yaqpo__aPjNwaZxo7qlNnYFQNQq0Qwfntvxpram3psOC9uu0LxY3YYvfgB1XkvcHin8UM5t7pkTLjdwJ-Gz_oMxO1axu,ChIJcXeA0MiJQQ0RBakkSgH2s-o,GOOGLE,
Restaurant,Kebabish Doner Kebab,40.3750024,-3.7753728,"restaurant, food, point_of_interest, establishment",161.0,3.8,ChIJoUpKilGIQQ0RwwQuDPqWbmE,"Avenida de la Aviación, 69, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96GF+2V Madrid, Spain",8CGR96GF+2V,AVzFdbmljK0FMP9-IHZuTeyWfj13TrhcdDwJbyoBhOhASBaZFI9D6dm4eXYn0c76TNPiy3eDypbGbc3wwaSlan9MNLRnYTJHTKb1nUS0UN8iZsPKzQwwyrm2i7mwP7o1Nygipc9Kmw6U1ZmLalinoE6blnuKlPkI5I-WG2F6hGvMHeDMQNB9zr2DkAoL,ChIJoUpKilGIQQ0RwwQuDPqWbmE,GOOGLE,
Restaurant,Burger King,40.3744956,-3.7757119,"meal_takeaway, restaurant, food, point_of_interest, establishment",2414.0,3.5,ChIJ_____06IQQ0Rv2z51TJcwa8,"Avenida de la Aviación, 20, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96FF+QP Madrid, Spain",8CGR96FF+QP,AVzFdbm3xCZgbAqS6w7xZ5KI1DN_EP7mPWCd0M9GoyQk_SxyYhcPP9PwbG8N68FSRZbuJXeDfnN8KEcSkua4Pb4K1LVAUnkICVU4jd8hq2NZP1MK_C9gd6cBMEu6CUHymIvdgpZxV22EwEfTWAq1ZzEozS-aouov2JUxDufx6zwEWlUunQSsXjc1wLru,ChIJ_____06IQQ0Rv2z51TJcwa8,GOOGLE,
Restaurant,Weddings El Mirador de Cuatrovientos,40.36544199999999,-3.7736647,"restaurant, food, point_of_interest, establishment",3411.0,4.3,ChIJw51XDrKJQQ0RTKUlTaUW2lQ,"Carretera Barrio de la Fortuna, 14, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,,"968G+5G Madrid, Spain",8CGR968G+5G,AVzFdbl-AAbOBrtau0CWY8KCkb1tG4gdUasUymCaknOCdimW803BcbIMDftRrRnfG46kHGDhd5fqpWPm6kCKnAevHde1XHnZg8ugxC6ZVFsuZUJ4qjFilTAYnoGqGbKE1cp-dFzAbSrgPfcWwws1dDxtEtENzNbwx0_qvLytacglYy6BErfs_yPzG9pq,ChIJw51XDrKJQQ0RTKUlTaUW2lQ,GOOGLE,
Restaurant,Restaurante La Fábula,40.36168300000001,-3.7576641,"restaurant, food, point_of_interest, establishment",506.0,3.6,ChIJISzwPs-JQQ0RFwFyH19j8dg,"Calle de Salvador Allende, 5, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,2.0,"966R+MW Madrid, Spain",8CGR966R+MW,AVzFdbna0ZAyfTijhGQYAdXhOJYxZcRSANcMHwx0sn3ccs8cmzLMWk3Uv7ZBFMahyrUIoBZy0CE-4uuLBV6sWTNqqha6tPPDRQgFPJHO0Q92830jtwIH6s8xevrq5pQfnqdbNaZN-5tJJe-Sdz_uoKHL-jIVMVo7GOIsQkoezrC2J9MDaRgKzDR5ce-W,ChIJISzwPs-JQQ0RFwFyH19j8dg,GOOGLE,
Restaurant,Trattoria Il Pomo d” oro,40.3617786,-3.7562792,"restaurant, food, point_of_interest, establishment",545.0,3.8,ChIJa6A_Cs-JQQ0R2N0Nm7Id0Gk,"Calle de los Morales, 8, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"966V+PF Madrid, Spain",8CGR966V+PF,AVzFdbmj88vBXTc7KQB7i5M1_tFWqAlFGEnWYufHyGJBU61F51k0YqvKcjV3Ok9yUD41nuhsp7iONhKdAZQFS82iJ70U4Vv-9EOfeCvofGWB5RHvcatt15KyVfNqe7aMnz1YVl3X9SqrbFUNmIH2Za0aTT93oi57xJrB9coja0-AqnxsmXrVyquedrL9,ChIJa6A_Cs-JQQ0R2N0Nm7Id0Gk,GOOGLE,
Restaurant,"Angel Wolf Tapas y pinchos, Steak house & Seafood",40.38374820000001,-3.7645816,"restaurant, bar, food, point_of_interest, establishment",568.0,4.1,ChIJ-wwijUaIQQ0Rdp5pDcBLdng,"Calle Rafael Finat, 5, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96MP+F5 Madrid, Spain",8CGR96MP+F5,AVzFdbm76Z-HF6V9F6wzKpsoAP-kG76N0gCyrmswpfL_PpBrimZa7xzj9-nBDuX49Nk9SnszUnoG7KJlR4DgOdbmtXd1DjNgjbeOMSX7_x62QDhiZTB_9F3-iai11CXf7C1qQG9VlG5Ax6CUQQTPK3UYSSTggrJYrVCyNAYSAkk2KCyuv25iyCf9H7hm,ChIJ-wwijUaIQQ0Rdp5pDcBLdng,GOOGLE,
Restaurant,Terraza de Las Águilas,40.3836453,-3.767414999999999,"bar, restaurant, food, point_of_interest, establishment",431.0,4.0,ChIJAzb4LkeIQQ0R9nxcFrK9xzA,"Avenida de Las Águilas, 21, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,True,1.0,"96MM+F2 Madrid, Spain",8CGR96MM+F2,AVzFdbkAEi7MypZFPpj-a7rPsH-h48S7TzHVVKPbtvfHFPLy5uI2bmyi0M6Wf1vdRTh6RF7_AL1NFNFC1uaRYwgJCiVuBnES8G3Z6NPvK0OIcUJEoy0V68Ny3FXtw3VhnOkjmS1syFB7-GeSVl2IiuqLu1ZtV-EJI2Aj07kE3eTZ3B7sXlYFFkMuiXBo,ChIJAzb4LkeIQQ0R9nxcFrK9xzA,GOOGLE,
Restaurant,Papa Johns Pizza,40.3618795,-3.752796799999999,"restaurant, food, point_of_interest, establishment",1050.0,3.3,ChIJ64qAPtCJQQ0RKgUEdkahVJ8,"Avenida de la Peseta, 76, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"966W+QV Madrid, Spain",8CGR966W+QV,AVzFdblfIbgttjxp7d8KV0MKRkWPlI8bKwrRnN_KoxUAm0ke5HDeefv6U6fhiUqUymvSYpsg6x1nFc-eN5XOqBMFIrWlgE4N_vYrAsEqtnIFqTpajTH_J5_329rgqiLk8Yv9AeCgRA53fGzXy2hrsf8HuEr8QGCCGz6z0ODnF0SjXL5jxvUoGRlBcz1H,ChIJ64qAPtCJQQ0RKgUEdkahVJ8,GOOGLE,
Restaurant,Alimentación Preparada El Dorado S.L.,40.3785713,-3.7792523,"store, restaurant, food, point_of_interest, establishment",62.0,3.0,ChIJRaDnNleIQQ0RVLq8btbPAdU,"C.C. San Ignacio de Loyola, Calle de Oliva de Plasencia, 1, Local 214, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,,"96HC+C7 Madrid, Spain",8CGR96HC+C7,AVzFdbm5z2wuMR9fnsonTRPT8DyCrrClbTTUHe683ytTCuv4HJwu15T4DYvomBhTvrAaJbDED0xh-cMxtBiyeAacjK1wYQuAxnKZeSfUr9crRyCQECgu-0FBtDONe4gTfBi0FNbi8uTrUIc_RT4C8R_Gts422SALTzH3ktyvTSulXAgKMXCppye5d03I,ChIJRaDnNleIQQ0RVLq8btbPAdU,GOOGLE,
Restaurant,Asador Betel,40.372819,-3.7454885,"restaurant, food, point_of_interest, establishment",101.0,4.4,ChIJAyeG-iqIQQ0RAzbAL8mtvOE,"Calle de Antonia Rodríguez Sacristán, 8, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"97F3+4R Madrid, Spain",8CGR97F3+4R,AVzFdbmIl_GQjzPhC_ecqSRaGYj5zupQQ7rlmOjqR75zqnzmfwibeicfuux4q4GOdugaU7cRUdWr4xPTUgqVTnAcw3NuB0ZSr1g8Nxhvh7guYT8yIW9mnFIgHMx1k2uGnv2wSXXovrfUHF3iTjO4PXmfHr8ilvLtfgby-uBwInmcl4aDIs_MinA1q9aN,ChIJAyeG-iqIQQ0RAzbAL8mtvOE,GOOGLE,
Restaurant,Bar Restaurante Los Toledanos,40.3810534,-3.7828275,"cafe, restaurant, food, point_of_interest, establishment",787.0,4.3,ChIJGfplPliIQQ0REjGGAEFaybo,"Avenida de Las Águilas, 142, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,2.0,"96J8+CV Madrid, Spain",8CGR96J8+CV,AVzFdbmHFbQ8l0Iw6rfhufimUZdtxv6TSMOgFM9Pt5mhdUpzGyCpKckrbiHPttkdSIJdiCJ4dMlR888KN_8eL86t2Fl-D57s3ohOc1kCqUO0Fpj3Xgp-c6eYJrV3EE1Xx0RiDSEkCQSqp0uu2csa4fJFbtsH7WtoX0AehfYfdw6RuIXYe_777x9KMjL_,ChIJGfplPliIQQ0REjGGAEFaybo,GOOGLE,
Restaurant,Domino's Pizza,40.362157,-3.750174,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",1000.0,3.7,ChIJ_cD769CJQQ0Rn3U807-fdgo,"Avenida de la Peseta, 92, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"966X+VW Madrid, Spain",8CGR966X+VW,AVzFdbkDeDzAJYZE8jJK2zGVdwsfJIqb1-v9eLhp2AqGl7qYPJyyhKKBpxM3dvGMv5XDEcjZyJMACZcF6nFva3oU6zpn0_mSShXw-ye1jLCtS11JCWZ787YkQM6T_A68LOvu8QkSGS_C7BBoz_CEVD0UNK79DucD1BtMZ03i40Xs0e0rc43I1bgGl-xa,ChIJ_cD769CJQQ0Rn3U807-fdgo,GOOGLE,
Restaurant,Li Sushi,40.3804291,-3.7487257,"meal_takeaway, restaurant, food, point_of_interest, establishment",699.0,4.3,ChIJuXGOKyyIQQ0R_Wu9rg4sLrM,"Avenida de Nuestra Señora de Fátima, 92, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"97J2+5G Madrid, Spain",8CGR97J2+5G,AVzFdbkZeoMdvI_MAEXRs_0T3i3ihiAe4ywCldvhI7-G8VSUy6HqS9Lg6elDhNX2VMRjQaFIYJw2filet__Vpi_CIP_unbJerTSb4zcprs5tknHgwvf_QXecEIVgqh7-ea1t1ufPSzISqRvDddpUhjW9KcbhxDR8ClUEOh1tmxcjbUql7YfBr6sUHEFT,ChIJuXGOKyyIQQ0R_Wu9rg4sLrM,GOOGLE,
Restaurant,La Torre de Cuatro Vientos-Restaurante,40.368471,-3.7808579,"restaurant, food, point_of_interest, establishment",424.0,4.1,ChIJpRsWPauJQQ0RD7frqV10taU,"Cuatro Vientos Airport, Edificio Terminal, Carretera Barrio de la Fortuna, Km. 1, 2, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,,"9699+9M Madrid, Spain",8CGR9699+9M,AVzFdbmPRjLx9MjsMqSkEK1CcGOI5_tS7UDhHyc8NL4GDZW0eAIVFcAu9TOq0JmhZ1yYWUx0DFTrg8TmbtM60KVNCT0-nK8R5Pz0a7QMnV1ssJ4dR1v8orMlvd2Y7E8Lq39MoJ1EUDvf0A34mkkxQowz9-L__-q-W4Ii-C4IJWMiTwhONO_Dd5Lkfphr,ChIJpRsWPauJQQ0RD7frqV10taU,GOOGLE,
Restaurant,Rodilla,40.38580099999999,-3.762977,"restaurant, meal_delivery, cafe, meal_takeaway, store, food, point_of_interest, establishment",769.0,4.1,ChIJh8IlWj-IQQ0RjtEt3n7eYV8,"Avenida de los Poblados, 58, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96PP+8R Madrid, Spain",8CGR96PP+8R,AVzFdbnUx2i7cPEVne2CGi0rMoGvbb13yAzH18ppSjkdLc7C8LZrhkKogSiPhrw6o_OentBrGjx6cAHOklvNaP6zbvXFno2A8pVo5i1DPZmghycUpcEqOfSm8gwxLHt_Bx_1ZD7WEAh-_pUfGytbtpvObIWpHJUvd6Patk65N--hBDmo10jhKUXUReEh,ChIJh8IlWj-IQQ0RjtEt3n7eYV8,GOOGLE,
Restaurant,Parrilla y Sabor,40.3859147,-3.763091399999999,"restaurant, food, point_of_interest, establishment",1149.0,4.0,ChIJS38-Tj-IQQ0RMScQT20LBRQ,"Plaza Aluche, Avenida de los Poblados, 58, Local 28, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96PP+9Q Madrid, Spain",8CGR96PP+9Q,AVzFdbmMhN2s2AHISaUSKgh4TSXICf2t9aIxELasyTX34nrHEvFx8h9vlXbDf3Q8vPmOUNvB4qR2YePeNUFYVPhUvFNZffQhDrhw1jLIsZxKDdhYMRI-ja26of4aRp91qTuAPEvAvHLpC9yncavREaQaSRydgcCcRi0eTNzpLMAZ-JPzFuxF-iROMf-H,ChIJS38-Tj-IQQ0RMScQT20LBRQ,GOOGLE,
Restaurant,Bar Garrovillas,40.38030629999999,-3.7784912,"bar, meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",553.0,3.8,ChIJXfkZAlqIQQ0RQt1gYjWC5N8,"Calle Garrovillas, 7, Madrid",CLOSED_TEMPORARILY,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,,1.0,"96JC+4J Madrid, Spain",8CGR96JC+4J,AVzFdblcqZn-o-5quxLsqd5wqglL5pFkWkW8QZ5PJ1Tff4nwuRR8ux-ZSiTYE-8TJSN9oyhj4oeJh1q9gIdOJJCbWK2Um39Z99JWoz_Af6e8ukWKjIpBfeWAW3-NzkPCzcUtLzzRPgbPMHrB824tTuEJy2e9vGDqBHgs_3Gu5_OfX5aaFSes7P08i1GP,ChIJXfkZAlqIQQ0RQt1gYjWC5N8,GOOGLE,
Restaurant,Restaurante Vinoteca Devinums,40.3820632,-3.7482185,"restaurant, food, point_of_interest, establishment",2558.0,4.0,ChIJmee0CCaIQQ0RmSOyOYB9J-0,"Avenida de Nuestra Señora de Fátima, 86, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,,"97J2+RP Madrid, Spain",8CGR97J2+RP,AVzFdblFYt3qe9v4anEEFOS16C0YeXXt9q7QoHiUdQ6jo6e412oA1b_ua-JXqSk77uuuYTbqGUT6jpHK81sFORWkuvaQD4NZQEN-fv7viBHDkF_cf8pVsnU__ljNCUbelwuZjINPk86SipBIJE99B93IxKVuKzPbs5mpigrzQwoueN3P11ONNqO-o8UJ,ChIJmee0CCaIQQ0RmSOyOYB9J-0,GOOGLE,
Restaurant,Restaurante Parrilla Vukata,40.38738289999999,-3.7616589,"bar, restaurant, food, point_of_interest, establishment",916.0,4.4,ChIJ-YBjHD-IQQ0RheVLg9KSdXI,"Calle de Maqueda, 138, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96PQ+X8 Madrid, Spain",8CGR96PQ+X8,AVzFdbnXj-d1X6igFB52uk50HIb3Vycj5InmNExsfaypmUJp3YFVuSOdA7bYHCrOKpSq6MbISiSqOpPfidm8-HnCFRRrG5FeZGAkf9JRKepsn0A5E6Mh85Aax6VGS1wFqd_5a1stA96dxekaxyVgCK4BxmTpkaIrL5BGDRrzBg0qzmZfodIE3bJdXgHw,ChIJ-YBjHD-IQQ0RheVLg9KSdXI,GOOGLE,
Restaurant,Mont Sant,40.3876599,-3.7655124,"bar, restaurant, food, point_of_interest, establishment",530.0,4.3,ChIJi3XM9kCIQQ0RvKamkVT8Weg,"Calle de Guareña, 7, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,True,2.0,"96QM+3Q Madrid, Spain",8CGR96QM+3Q,AVzFdbnfCm2ySs8tVoX5TASgBURlOm94k75MPtc-emAPgwd_Ddz1b7b-j7g_fPyZlYMmvMv1dlrSrKKoFOFPBwqGq_gMobLrbDffhihgjXrjwQ-hAQl_ODpelw3S2Khi2T7c0iCKNRJT7Vwt3n3qzh4f_lR7ZCapbifX22YY6q1znOukxUkWzIZSubsf,ChIJi3XM9kCIQQ0RvKamkVT8Weg,GOOGLE,
Restaurant,TGB- The Good Burger,40.3874759,-3.761743399999999,"restaurant, food, point_of_interest, establishment",920.0,3.6,ChIJS8RpGz-IQQ0RF1GtH3F6H4w,"Calle de Maqueda, 138, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,1.0,"96PQ+X8 Madrid, Spain",8CGR96PQ+X8,AVzFdblw7pi0smvDo3IejbZGKohjtudl6Qt3cRnpoHp8rWUDrT3E6Y2ZdcgKBLVfYTv1R2oK2SLgEUic_a2iV88ANN9GoGKmE_4zlKqNjZPo8qc9MYSij-UWrqdvEBF2HXgjNwQpkxNKUfpRFB3LCKX5wQOUuaT7jjU2dg1Zqq44MNqwiz6f6CvJfzYV,ChIJS8RpGz-IQQ0RF1GtH3F6H4w,GOOGLE,
Restaurant,Ali Kebabish Pollería,40.3821482,-3.7785123,"restaurant, food, point_of_interest, establishment",118.0,3.9,ChIJG_jELVqIQQ0R-XPqZ4nGxzU,"Avenida de Las Águilas, 52, Madrid",OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,True,,"96JC+VH Madrid, Spain",8CGR96JC+VH,AVzFdbn5PqXV034pt1-kd2TIfor0RECCPgfayqqmjO5lqn4PTpBSyURPHfQ7jcjLEFLbE3GxCS0QnuVXE1u7qA11TgTre43K54mU8e0jXGpoAHjlYWo9NB0QqkcsQ8Ag_6mEJ4_nkQM3SVgzolh28TwiENk6kCU0cAisXZz0cJ8Q9b2PHEHAz1ABDfQx,ChIJG_jELVqIQQ0R-XPqZ4nGxzU,GOOGLE,
